household_id,name,constituent_id,primary_constituent_id,is_primary,address,city,state,postal_code,creation_date
20,Teresa & Xavier Valdez,798,796,False,95516 Kathleen Stream Apt. 067,Simmonsshire,CA,32101,2025-05-26
20,Teresa & Xavier Valdez,799,796,False,95516 Kathleen Stream Apt. 067,Simmonsshire,CA,32101,2025-05-26
20,Teresa & Xavier Valdez,800,796,False,95516 Kathleen Stream Apt. 067,Simmonsshire,CA,32101,2025-05-26
21,Mr. Daniel Blake,803,803,True,375 Morton Plain Suite 251,South Sandraville,NY,66681,2021-02-18
22,Charles Ruiz & Tony Bautista,804,804,True,4931 Francisco Tunnel Apt. 690,Lake John,NY,10453,2021-08-26
22,Charles Ruiz & Tony Bautista,812,804,False,4931 Francisco Tunnel Apt. 690,Lake John,NY,10453,2021-08-26
23,Christine & Selena Murray,805,805,True,880 Smith Dale Suite 920,Lake Anthonyborough,NY,83563,2022-08-15
23,Christine & Selena Murray,806,805,False,880 Smith Dale Suite 920,Lake Anthonyborough,NY,83563,2022-08-15
23,Christine & Selena Murray,807,805,False,880 Smith Dale Suite 920,Lake Anthonyborough,NY,83563,2022-08-15
24,Jennifer & Jennifer Tanner,808,808,True,7113 Cabrera Dam Apt. 954,East Michaelland,TX,44447,2022-06-21
24,Jennifer & Jennifer Tanner,816,808,False,7113 Cabrera Dam Apt. 954,East Michaelland,TX,44447,2022-06-21
24,Jennifer & Jennifer Tanner,817,808,False,7113 Cabrera Dam Apt. 954,East Michaelland,TX,44447,2022-06-21
25,Michael Nash & Rebecca Acosta,809,809,True,1623 David Roads,Santanaside,FL,26429,2023-12-17
25,Michael Nash & Rebecca Acosta,815,809,False,1623 David Roads,Santanaside,FL,26429,2023-12-17
26,Ellen & Renee Parsons,810,810,True,678 Young Underpass Apt. 416,South Andreachester,FL,06708,2025-05-24
26,Ellen & Renee Parsons,818,810,False,678 Young Underpass Apt. 416,South Andreachester,FL,06708,2025-05-24
26,Ellen & Renee Parsons,819,810,False,678 Young Underpass Apt. 416,South Andreachester,FL,06708,2025-05-24
26,Ellen & Renee Parsons,820,810,False,678 Young Underpass Apt. 416,South Andreachester,FL,06708,2025-05-24
27,Eric Aguilar & Megan Russell,811,811,True,826 Rocha Forge Suite 092,East Melissa,WA,74932,2022-09-19
27,Eric Aguilar & Megan Russell,814,811,False,826 Rocha Forge Suite 092,East Melissa,WA,74932,2022-09-19
28,Ms. Julie Haney,813,813,True,946 Holland Squares,West Larry,CA,11031,2023-02-10
29,Terry Nunez & Adam Nicholson,821,821,True,53806 Richmond Crest Suite 248,Littleburgh,OR,22360,2025-04-28
29,Terry Nunez & Adam Nicholson,828,821,False,53806 Richmond Crest Suite 248,Littleburgh,OR,22360,2025-04-28
30,Ms. Jessica Colon,822,822,True,79432 Gonzalez River,Kathrynchester,NY,33434,2021-06-22
31,Dylan & Marcus Berg,823,823,True,2642 Rose Pike,South Karen,WA,02522,2023-01-25
31,Dylan & Marcus Berg,826,823,False,2642 Rose Pike,South Karen,WA,02522,2023-01-25
32,Mr. & Mrs. Zachary Bell,824,824,True,7492 Rebecca Rapid,Scottville,IL,46407,2022-05-11
32,Mr. & Mrs. Zachary Bell,833,824,False,7492 Rebecca Rapid,Scottville,IL,46407,2022-05-11
32,Mr. & Mrs. Zachary Bell,834,824,False,7492 Rebecca Rapid,Scottville,IL,46407,2022-05-11
32,Mr. & Mrs. Zachary Bell,835,824,False,7492 Rebecca Rapid,Scottville,IL,46407,2022-05-11
32,Mr. & Mrs. Zachary Bell,836,824,False,7492 Rebecca Rapid,Scottville,IL,46407,2022-05-11
33,Joseph & Joel Barrera,825,825,True,2210 David Loop,Port Jenniferland,IL,96738,2025-03-04
33,Joseph & Joel Barrera,832,825,False,2210 David Loop,Port Jenniferland,IL,96738,2025-03-04
34,Mr. & Mrs. Keith Armstrong,827,827,True,4037 Moore Trail Suite 948,Jamesview,IL,82917,2024-04-06
34,Mr. & Mrs. Keith Armstrong,831,827,False,4037 Moore Trail Suite 948,Jamesview,IL,82917,2024-04-06
35,Alexis & Lauren Merritt,829,829,True,714 Roy Parkways Suite 079,Pittmanfort,OR,93756,2023-10-10
35,Alexis & Lauren Merritt,838,829,False,714 Roy Parkways Suite 079,Pittmanfort,OR,93756,2023-10-10
35,Alexis & Lauren Merritt,839,829,False,714 Roy Parkways Suite 079,Pittmanfort,OR,93756,2023-10-10
36,Mr. & Mrs. Christopher Harris,830,830,True,195 Rios Viaduct Apt. 632,Lindseyview,CA,94063,2025-04-13
36,Mr. & Mrs. Christopher Harris,837,830,False,195 Rios Viaduct Apt. 632,Lindseyview,CA,94063,2025-04-13
37,Daniel Mcknight & Rachel Reese,840,840,True,50432 Kimberly Way,Brookechester,FL,86184,2022-06-16
37,Daniel Mcknight & Rachel Reese,842,840,False,50432 Kimberly Way,Brookechester,FL,86184,2022-06-16
37,Daniel Mcknight & Rachel Reese,843,840,False,50432 Kimberly Way,Brookechester,FL,86184,2022-06-16
37,Daniel Mcknight & Rachel Reese,844,840,False,50432 Kimberly Way,Brookechester,FL,86184,2022-06-16
38,Scott & Brenda Thompson,841,841,True,8567 Erickson Villages,West Leahtown,TX,54886,2024-08-01
38,Scott & Brenda Thompson,847,841,False,8567 Erickson Villages,West Leahtown,TX,54886,2024-08-01
38,Scott & Brenda Thompson,848,841,False,8567 Erickson Villages,West Leahtown,TX,54886,2024-08-01
39,Briana & Kayla Lane,845,845,True,60077 Smith Fields,East Erikamouth,TX,45103,2022-08-03
39,Briana & Kayla Lane,850,845,False,60077 Smith Fields,East Erikamouth,TX,45103,2022-08-03
40,Mr. John Garner,846,846,True,95862 Powell Pines,Lindseytown,MA,03830,2023-07-07
41,Cynthia & Madeline Rodriguez,849,849,True,9746 Mejia Drive Apt. 277,North Veronica,NY,40666,2021-03-04
41,Cynthia & Madeline Rodriguez,858,849,False,9746 Mejia Drive Apt. 277,North Veronica,NY,40666,2021-03-04
41,Cynthia & Madeline Rodriguez,859,849,False,9746 Mejia Drive Apt. 277,North Veronica,NY,40666,2021-03-04
41,Cynthia & Madeline Rodriguez,860,849,False,9746 Mejia Drive Apt. 277,North Veronica,NY,40666,2021-03-04
41,Cynthia & Madeline Rodriguez,861,849,False,9746 Mejia Drive Apt. 277,North Veronica,NY,40666,2021-03-04
42,Leslie & Lynn Young,851,851,True,04744 Jacob Park,West Josephville,IL,80356,2021-11-29
42,Leslie & Lynn Young,857,851,False,04744 Jacob Park,West Josephville,IL,80356,2021-11-29
43,Mr. & Mrs. Ruben Ward,852,852,True,5957 Santana Land Suite 717,Matthewfort,CA,53614,2021-11-04
43,Mr. & Mrs. Ruben Ward,854,852,False,5957 Santana Land Suite 717,Matthewfort,CA,53614,2021-11-04
44,Sheri & Amber Lawrence,853,853,True,6234 Michael Centers Suite 906,Lake Susanbury,MA,59516,2022-09-25
44,Sheri & Amber Lawrence,855,853,False,6234 Michael Centers Suite 906,Lake Susanbury,MA,59516,2022-09-25
45,Jennifer & Patricia Cochran,856,856,True,0053 White Way Apt. 170,South Leah,NY,57585,2021-11-24
45,Jennifer & Patricia Cochran,864,856,False,0053 White Way Apt. 170,South Leah,NY,57585,2021-11-24
46,Anthony & Roy Miller,862,862,True,39999 Gill Lane,Ericport,MA,15043,2024-08-09
46,Anthony & Roy Miller,868,862,False,39999 Gill Lane,Ericport,MA,15043,2024-08-09
47,Laura & Rebecca Martin,863,863,True,9522 Jackson Highway,North Brandonfurt,TX,47151,2021-10-07
47,Laura & Rebecca Martin,871,863,False,9522 Jackson Highway,North Brandonfurt,TX,47151,2021-10-07
48,Wayne Johnson & Alex Harris,865,865,True,2186 Holly Crossing,Robinsonport,CA,48921,2024-06-30
48,Wayne Johnson & Alex Harris,869,865,False,2186 Holly Crossing,Robinsonport,CA,48921,2024-06-30
49,Douglas & Joshua Johnson,866,866,True,3209 Martin Plains Apt. 387,Michaelland,FL,95507,2023-11-28
49,Douglas & Joshua Johnson,878,866,False,3209 Martin Plains Apt. 387,Michaelland,FL,95507,2023-11-28
49,Douglas & Joshua Johnson,879,866,False,3209 Martin Plains Apt. 387,Michaelland,FL,95507,2023-11-28
49,Douglas & Joshua Johnson,880,866,False,3209 Martin Plains Apt. 387,Michaelland,FL,95507,2023-11-28
50,Russell & Terri Andersen,867,867,True,6832 Hayden Key,Lake Mario,CA,51653,2022-06-13
50,Russell & Terri Andersen,874,867,False,6832 Hayden Key,Lake Mario,CA,51653,2022-06-13
51,Travis & Paul Miller,870,870,True,16790 Bethany Roads,New Laura,NY,66685,2023-12-11
51,Travis & Paul Miller,876,870,False,16790 Bethany Roads,New Laura,NY,66685,2023-12-11
52,Mr. Jerry Williams,872,872,True,64245 Oconnor Drives,Whitefurt,WA,52566,2022-09-02
53,Ashley Reed & Nichole Scott,873,873,True,482 Lane Locks Apt. 028,South Ricardo,CA,86100,2025-04-01
53,Ashley Reed & Nichole Scott,877,873,False,482 Lane Locks Apt. 028,South Ricardo,CA,86100,2025-04-01
53,Ashley Reed & Nichole Scott,881,873,False,482 Lane Locks Apt. 028,South Ricardo,CA,86100,2025-04-01
54,Donald & Jessica Morton,875,875,True,2643 Ashley Ports Suite 508,Michaelburgh,IL,97570,2022-08-29
54,Donald & Jessica Morton,884,875,False,2643 Ashley Ports Suite 508,Michaelburgh,IL,97570,2022-08-29
55,Heather & Jeffrey Pacheco,882,882,True,1360 Michelle Trail Apt. 791,East Steven,TX,10618,2024-03-10
55,Heather & Jeffrey Pacheco,891,882,False,1360 Michelle Trail Apt. 791,East Steven,TX,10618,2024-03-10
55,Heather & Jeffrey Pacheco,892,882,False,1360 Michelle Trail Apt. 791,East Steven,TX,10618,2024-03-10
56,Alan Walker & Seth Collier,883,883,True,05398 Olivia Shoal Suite 187,Jayborough,IL,12472,2022-07-30
56,Alan Walker & Seth Collier,889,883,False,05398 Olivia Shoal Suite 187,Jayborough,IL,12472,2022-07-30
57,William & Chad Larsen,885,885,True,908 Kyle Garden,Port Kimberly,IL,95399,2023-09-05
57,William & Chad Larsen,888,885,False,908 Kyle Garden,Port Kimberly,IL,95399,2023-09-05
58,Daniel & Nancy Owens,886,886,True,596 Gordon Causeway,East Kenneth,CA,18243,2024-06-04
58,Daniel & Nancy Owens,895,886,False,596 Gordon Causeway,East Kenneth,CA,18243,2024-06-04
59,Ms. Stephanie Davis,887,887,True,40095 Ferguson Manors,Andrewhaven,WA,58346,2024-04-03
60,Mr. & Mrs. John Brooks,890,890,True,5915 Nelson Plains,Keithside,CA,90084,2022-06-15
60,Mr. & Mrs. John Brooks,894,890,False,5915 Nelson Plains,Keithside,CA,90084,2022-06-15
60,Mr. & Mrs. John Brooks,896,890,False,5915 Nelson Plains,Keithside,CA,90084,2022-06-15
61,Robin Stewart & Frank Adams,893,893,True,7641 Stanley Tunnel Apt. 823,Matthewville,OR,77754,2021-04-17
61,Robin Stewart & Frank Adams,900,893,False,7641 Stanley Tunnel Apt. 823,Matthewville,OR,77754,2021-04-17
62,Mr. & Mrs. Chad Lane,897,897,True,720 Mary Hollow,New Daniel,OR,83570,2024-12-21
62,Mr. & Mrs. Chad Lane,903,897,False,720 Mary Hollow,New Daniel,OR,83570,2024-12-21
63,Aaron & Paul Ray,898,898,True,8040 Bush Field,New Danielfort,FL,90149,2022-10-08
63,Aaron & Paul Ray,899,898,False,8040 Bush Field,New Danielfort,FL,90149,2022-10-08
63,Aaron & Paul Ray,901,898,False,8040 Bush Field,New Danielfort,FL,90149,2022-10-08
64,David & Tyler Patterson,902,902,True,0809 Daniels Roads Suite 585,West Richardmouth,CA,94124,2021-06-14
64,David & Tyler Patterson,909,902,False,0809 Daniels Roads Suite 585,West Richardmouth,CA,94124,2021-06-14
65,Ms. Rebecca Bell,904,904,True,3036 Peck Corner Apt. 139,Martinezhaven,NY,66683,2025-03-12
66,Shawn Brady & Kimberly Obrien,905,905,True,182 Nichole Hill,Moonport,IL,71415,2025-02-05
66,Shawn Brady & Kimberly Obrien,906,905,False,182 Nichole Hill,Moonport,IL,71415,2025-02-05
67,Tony & Richard Bailey,907,907,True,53952 Kyle Knolls Apt. 575,Hayesbury,CA,33784,2025-05-15
67,Tony & Richard Bailey,915,907,False,53952 Kyle Knolls Apt. 575,Hayesbury,CA,33784,2025-05-15
67,Tony & Richard Bailey,916,907,False,53952 Kyle Knolls Apt. 575,Hayesbury,CA,33784,2025-05-15
67,Tony & Richard Bailey,917,907,False,53952 Kyle Knolls Apt. 575,Hayesbury,CA,33784,2025-05-15
68,Debra & Martha Mayer,908,908,True,29365 Saunders Field Apt. 810,New Nicole,FL,29834,2023-04-28
68,Debra & Martha Mayer,910,908,False,29365 Saunders Field Apt. 810,New Nicole,FL,29834,2023-04-28
68,Debra & Martha Mayer,911,908,False,29365 Saunders Field Apt. 810,New Nicole,FL,29834,2023-04-28
69,Mr. Richard Garcia,912,912,True,92953 April Cliff,New Andrea,IL,12816,2022-09-08
70,Mr. Brian Watkins,913,913,True,533 Amanda River,West Dawn,WA,03669,2022-03-08
71,Mr. & Mrs. Randy Graham,914,914,True,315 Parsons Point,New Elizabeth,NY,20799,2023-12-30
71,Mr. & Mrs. Randy Graham,920,914,False,315 Parsons Point,New Elizabeth,NY,20799,2023-12-30
71,Mr. & Mrs. Randy Graham,921,914,False,315 Parsons Point,New Elizabeth,NY,20799,2023-12-30
72,Mr. & Mrs. Marcus Newman,918,918,True,47910 Henderson Summit,Port Dawnburgh,NY,85625,2024-07-19
72,Mr. & Mrs. Marcus Newman,924,918,False,47910 Henderson Summit,Port Dawnburgh,NY,85625,2024-07-19
72,Mr. & Mrs. Marcus Newman,925,918,False,47910 Henderson Summit,Port Dawnburgh,NY,85625,2024-07-19
72,Mr. & Mrs. Marcus Newman,926,918,False,47910 Henderson Summit,Port Dawnburgh,NY,85625,2024-07-19
72,Mr. & Mrs. Marcus Newman,927,918,False,47910 Henderson Summit,Port Dawnburgh,NY,85625,2024-07-19
73,Mr. & Mrs. Lucas Harris,919,919,True,127 Richard Isle,Smithberg,NY,97430,2021-10-21
73,Mr. & Mrs. Lucas Harris,923,919,False,127 Richard Isle,Smithberg,NY,97430,2021-10-21
74,Ms. Denise Cooke,922,922,True,215 Janet Lakes,Hodgesland,TX,99041,2023-03-03
75,Mr. Christopher Gordon,928,928,True,9069 Jennifer Ports Apt. 403,South Shelby,IL,84058,2023-06-01
76,John Johnson & James Gross,929,929,True,15101 Sergio Lake,Carolshire,OR,97651,2022-05-10
76,John Johnson & James Gross,933,929,False,15101 Sergio Lake,Carolshire,OR,97651,2022-05-10
77,Ms. Michele Reeves,930,930,True,64698 Lindsey Land,West Ryan,TX,59389,2023-11-14
78,Courtney & Angela Shaw,931,931,True,9896 Madden Junction,Greenland,CA,21264,2024-10-06
78,Courtney & Angela Shaw,940,931,False,9896 Madden Junction,Greenland,CA,21264,2024-10-06
79,Paul Martin & Jesus Robinson,932,932,True,30783 Cheryl Stravenue Suite 574,Goodmanland,IL,22590,2022-10-21
79,Paul Martin & Jesus Robinson,934,932,False,30783 Cheryl Stravenue Suite 574,Goodmanland,IL,22590,2022-10-21
79,Paul Martin & Jesus Robinson,935,932,False,30783 Cheryl Stravenue Suite 574,Goodmanland,IL,22590,2022-10-21
79,Paul Martin & Jesus Robinson,936,932,False,30783 Cheryl Stravenue Suite 574,Goodmanland,IL,22590,2022-10-21
79,Paul Martin & Jesus Robinson,937,932,False,30783 Cheryl Stravenue Suite 574,Goodmanland,IL,22590,2022-10-21
80,Ashley Brown & Amber Stanley,938,938,True,83634 Emily Port,Lake Carriefort,FL,20028,2023-12-09
80,Ashley Brown & Amber Stanley,944,938,False,83634 Emily Port,Lake Carriefort,FL,20028,2023-12-09
81,Ms. Cynthia Roth,939,939,True,91355 Andrew Prairie Suite 106,Deborahton,NY,64152,2025-02-16
82,Travis Vincent & Elijah Weaver,941,941,True,28228 Martinez Light,New Jenniferborough,CA,80844,2025-02-09
82,Travis Vincent & Elijah Weaver,948,941,False,28228 Martinez Light,New Jenniferborough,CA,80844,2025-02-09
82,Travis Vincent & Elijah Weaver,949,941,False,28228 Martinez Light,New Jenniferborough,CA,80844,2025-02-09
82,Travis Vincent & Elijah Weaver,950,941,False,28228 Martinez Light,New Jenniferborough,CA,80844,2025-02-09
82,Travis Vincent & Elijah Weaver,951,941,False,28228 Martinez Light,New Jenniferborough,CA,80844,2025-02-09
83,Caitlin & Ashley Arias,942,942,True,431 Cardenas Underpass,Jessicatown,FL,55219,2024-12-12
83,Caitlin & Ashley Arias,946,942,False,431 Cardenas Underpass,Jessicatown,FL,55219,2024-12-12
83,Caitlin & Ashley Arias,947,942,False,431 Cardenas Underpass,Jessicatown,FL,55219,2024-12-12
84,Mr. Thomas Kim,943,943,True,14689 Pearson Cliff,Rogersstad,NY,93654,2021-11-07
85,Charles & James Browning,945,945,True,40373 Jaime Valleys,North Melissaside,CA,14767,2021-05-01
85,Charles & James Browning,952,945,False,40373 Jaime Valleys,North Melissaside,CA,14767,2021-05-01
85,Charles & James Browning,953,945,False,40373 Jaime Valleys,North Melissaside,CA,14767,2021-05-01
85,Charles & James Browning,954,945,False,40373 Jaime Valleys,North Melissaside,CA,14767,2021-05-01
85,Charles & James Browning,955,945,False,40373 Jaime Valleys,North Melissaside,CA,14767,2021-05-01
86,Eric & Michelle Cantrell,956,956,True,5199 Erin Cliff Apt. 317,South Leonard,FL,72788,2023-07-17
86,Eric & Michelle Cantrell,963,956,False,5199 Erin Cliff Apt. 317,South Leonard,FL,72788,2023-07-17
86,Eric & Michelle Cantrell,964,956,False,5199 Erin Cliff Apt. 317,South Leonard,FL,72788,2023-07-17
87,Mr. & Mrs. Robert Mcmahon,957,957,True,6018 Butler Stravenue Suite 760,South Sarafort,NY,02923,2022-01-08
87,Mr. & Mrs. Robert Mcmahon,959,957,False,6018 Butler Stravenue Suite 760,South Sarafort,NY,02923,2022-01-08
88,Mrs. Kimberly Garner,958,958,True,42034 Wright Fields Suite 201,North Lisaburgh,CA,51199,2021-08-13
89,Mr. & Mrs. Anthony Mcconnell,960,960,True,346 Ruth Inlet Apt. 255,West Rachel,CA,52303,2021-01-16
89,Mr. & Mrs. Anthony Mcconnell,962,960,False,346 Ruth Inlet Apt. 255,West Rachel,CA,52303,2021-01-16
89,Mr. & Mrs. Anthony Mcconnell,965,960,False,346 Ruth Inlet Apt. 255,West Rachel,CA,52303,2021-01-16
89,Mr. & Mrs. Anthony Mcconnell,966,960,False,346 Ruth Inlet Apt. 255,West Rachel,CA,52303,2021-01-16
89,Mr. & Mrs. Anthony Mcconnell,967,960,False,346 Ruth Inlet Apt. 255,West Rachel,CA,52303,2021-01-16
90,Stephanie & David Brooks,961,961,True,42778 Stephanie Trace,Amberland,FL,39413,2025-02-25
90,Stephanie & David Brooks,970,961,False,42778 Stephanie Trace,Amberland,FL,39413,2025-02-25
90,Stephanie & David Brooks,971,961,False,42778 Stephanie Trace,Amberland,FL,39413,2025-02-25
91,Douglas & Tyrone Riggs,968,968,True,927 Jennifer Mount Apt. 502,Amymouth,NY,95904,2022-09-15
91,Douglas & Tyrone Riggs,969,968,False,927 Jennifer Mount Apt. 502,Amymouth,NY,95904,2022-09-15
92,Mr. Jason Martinez,972,972,True,629 Jeremy Curve Apt. 672,Mannborough,NY,40044,2025-06-29
93,Mr. & Mrs. Carl Brown,973,973,True,0943 Miller Glens,Morganport,FL,22060,2023-04-29
93,Mr. & Mrs. Carl Brown,979,973,False,0943 Miller Glens,Morganport,FL,22060,2023-04-29
93,Mr. & Mrs. Carl Brown,980,973,False,0943 Miller Glens,Morganport,FL,22060,2023-04-29
94,Tina & Tammy Boyle,974,974,True,3058 Thompson Pass,Stewartfort,CA,18982,2022-08-06
94,Tina & Tammy Boyle,982,974,False,3058 Thompson Pass,Stewartfort,CA,18982,2022-08-06
95,Mr. & Mrs. Juan Hayes,975,975,True,40842 Kimberly Glens,Lake Dawnfurt,IL,49128,2025-05-10
95,Mr. & Mrs. Juan Hayes,981,975,False,40842 Kimberly Glens,Lake Dawnfurt,IL,49128,2025-05-10
96,Mr. & Mrs. David Smith,976,976,True,9540 Katherine Springs Apt. 750,East Tiffany,WA,61883,2024-01-26
96,Mr. & Mrs. David Smith,985,976,False,9540 Katherine Springs Apt. 750,East Tiffany,WA,61883,2024-01-26
97,Robert & Roger Aguirre,977,977,True,8392 Hill Harbor,Melindaton,IL,44099,2024-02-06
97,Robert & Roger Aguirre,978,977,False,8392 Hill Harbor,Melindaton,IL,44099,2024-02-06
98,Nicole Spence & Sydney Allen,983,983,True,015 Buchanan Green,Danielview,FL,84112,2023-07-25
98,Nicole Spence & Sydney Allen,992,983,False,015 Buchanan Green,Danielview,FL,84112,2023-07-25
98,Nicole Spence & Sydney Allen,993,983,False,015 Buchanan Green,Danielview,FL,84112,2023-07-25
98,Nicole Spence & Sydney Allen,994,983,False,015 Buchanan Green,Danielview,FL,84112,2023-07-25
98,Nicole Spence & Sydney Allen,995,983,False,015 Buchanan Green,Danielview,FL,84112,2023-07-25
99,Jose & Kenneth Nunez,984,984,True,625 Erik Junctions Apt. 019,New Brian,NY,62541,2025-05-18
99,Jose & Kenneth Nunez,991,984,False,625 Erik Junctions Apt. 019,New Brian,NY,62541,2025-05-18
100,Mrs. Katrina Bond,986,986,True,2135 Hill Pass Suite 509,West Charles,IL,89016,2025-03-02
101,Samantha & Carrie Reyes,987,987,True,6813 Barker Valleys Apt. 636,Charlesberg,WA,56562,2023-04-18
101,Samantha & Carrie Reyes,988,987,False,6813 Barker Valleys Apt. 636,Charlesberg,WA,56562,2023-04-18
102,Cory Mitchell & Samantha Dyer,989,989,True,908 Nathaniel Parkways,Kochborough,CA,39118,2024-10-24
102,Cory Mitchell & Samantha Dyer,990,989,False,908 Nathaniel Parkways,Kochborough,CA,39118,2024-10-24
102,Cory Mitchell & Samantha Dyer,996,989,False,908 Nathaniel Parkways,Kochborough,CA,39118,2024-10-24
103,Mr. & Mrs. Micheal Parker,997,997,True,70964 Jenny Stravenue,North Cassandrafurt,NY,84694,2021-01-25
103,Mr. & Mrs. Micheal Parker,999,997,False,70964 Jenny Stravenue,North Cassandrafurt,NY,84694,2021-01-25
104,Patrick & Rachael Smith,998,998,True,176 Zavala Spurs,North Jon,IL,20852,2021-10-27
104,Patrick & Rachael Smith,1002,998,False,176 Zavala Spurs,North Jon,IL,20852,2021-10-27
105,Mr. & Mrs. Brandon Farley,1000,1000,True,99331 Todd Spur Apt. 689,West Toddchester,NY,93448,2022-06-10
